ticker,date,signal,category,price,sector,ret_1d,ret_2d,ret_3d,ret_5d,ret_7d,ret_14d,ret_30d,ret_60d,ret_intraday
BBTN,2025-12-15,RSI+BB Lower Bounce,Swing,1100.0,Financial Services,-2.2868,-1.0047,1.1321,-1.4321,-1.0047,-1.0047,4.1235,9.6791,
BBTN,2025-12-16,Akumulasi Tersembunyi,Pre-ARA,1175.0,Financial Services,1.16,3.3434,2.0334,0.7234,0.2867,1.16,6.8369,12.5138,
BBTN,2025-12-17,Volume Spike Sideways,Akumulasi,1145.0,Financial Services,2.0052,0.7121,-0.581,-0.15,1.1431,-0.15,15.3672,8.4707,
BBTN,2025-12-18,MACD Crossover Bullish,Swing,1160.0,Financial Services,-1.4158,-2.6816,-2.6816,-3.1036,-2.2597,-1.8378,11.2424,6.6011,
BBTN,2025-12-17,BSJP Beli Sore Jual Pagi,Intraday,1160.0,Financial Services,2.0052,0.7121,-0.581,-0.15,1.1431,-0.15,15.3672,8.4707,2.0052
BBTN,2025-12-19,RSI Recovery Diam-diam,Pre-ARA,1185.0,Financial Services,-1.4321,-1.4321,-1.0047,0.2774,-1.0047,2.4141,9.2517,7.115,
BBTN,2025-12-24,BSJP Beli Sore Jual Pagi,Intraday,1160.0,Financial Services,-1.0121,1.1431,-0.15,0.7121,-0.15,5.0224,15.7983,8.0397,-1.0121
BBTN,2025-12-30,RSI Recovery Diam-diam,Pre-ARA,1150.0,Financial Services,-1.4266,-1.4266,-0.5755,-1.4266,-1.4266,4.5309,16.0202,10.0628,
BBTN,2026-01-07,BSJP Beli Sore Jual Pagi,Intraday,1165.0,Financial Services,-0.5792,-0.5792,-0.5792,2.8543,4.571,2.4251,18.3049,15.3006,-0.15
BBTN,2026-01-15,Volume Meledak,Pre-ARA,1210.0,Financial Services,-0.15,-0.15,-0.5598,0.6697,1.8992,8.0467,9.6861,15.8336,
BBTN,2026-01-14,BSJP Beli Sore Jual Pagi,Intraday,1200.0,Financial Services,1.5167,1.5167,1.5167,2.35,2.35,11.5167,9.4333,10.6833,1.5167
BBTN,2026-01-19,Volume Spike Sideways,Akumulasi,1220.0,Financial Services,-0.15,-0.5598,0.6697,0.6697,-2.1992,4.768,2.7189,21.9811,
BBTN,2026-01-22,Golden Cross EMA20/50,Swing,1215.0,Financial Services,-0.15,-0.15,1.0695,-4.215,-0.963,9.1996,3.5085,13.2646,
BBTN,2026-01-22,Akumulasi Tersembunyi,Pre-ARA,1215.0,Financial Services,-0.15,-0.15,1.0695,-4.215,-0.963,9.1996,3.5085,13.2646,
BBTN,2026-01-22,BSJP Beli Sore Jual Pagi,Intraday,1230.0,Financial Services,-0.15,-0.15,1.0695,-4.215,-0.963,9.1996,3.5085,13.2646,-0.15
BBTN,2026-01-26,Volume Spike Sideways,Akumulasi,1230.0,Financial Services,1.0695,-2.9955,-4.215,-0.963,8.7931,10.8256,4.728,10.0126,
BBTN,2026-01-29,Volume Avg Naik Terkontrol,Akumulasi,1185.0,Financial Services,4.0873,3.2398,3.6636,11.7144,6.2059,15.528,5.7822,14.6805,
BBTN,2026-02-02,MACD Crossover Bullish,Swing,1250.0,Financial Services,0.2598,9.6861,8.0467,2.7189,10.0959,12.9648,5.1779,12.1451,
BBTN,2026-02-02,Volume Spike Sideways,Akumulasi,1250.0,Financial Services,0.2598,9.6861,8.0467,2.7189,10.0959,12.9648,5.1779,12.1451,
BBTN,2026-02-02,BSJP Beli Sore Jual Pagi,Intraday,1220.0,Financial Services,0.2598,9.6861,8.0467,2.7189,10.0959,12.9648,5.1779,12.1451,0.2598
BBTN,2026-02-05,Volume Meledak,Pre-ARA,1340.0,Financial Services,-3.1803,-5.0742,-2.0439,2.8803,5.153,5.153,-4.3167,1.3652,
BBTN,2026-02-06,Volume Avg Naik Terkontrol,Akumulasi,1280.0,Financial Services,-2.1031,1.0219,4.9281,6.4906,6.4906,2.5844,-2.1031,4.5375,
BBTN,2026-02-11,BSJP Beli Sore Jual Pagi,Intraday,1345.0,Financial Services,0.9652,1.337,3.1957,1.337,2.4522,-2.3805,-6.8414,-4.611,0.9652
BBTN,2026-02-13,Volume Avg Naik Terkontrol,Akumulasi,1360.0,Financial Services,1.6815,-0.15,-0.15,0.9489,2.7804,-6.7434,-5.2782,-6.7434,
BBTN,2026-02-20,BSJP Beli Sore Jual Pagi,Intraday,1365.0,Financial Services,0.9489,0.9489,2.0478,1.6815,-1.9815,-7.1097,-6.7434,-1.9815,0.9489
BBTN,2026-02-24,Volume Avg Naik Terkontrol,Akumulasi,1380.0,Financial Services,0.937,1.6616,0.5746,-3.0486,-4.8601,-9.5703,-2.6862,-3.0486,
BBTN,2026-02-27,Candle Compression,Pre-ARA,1400.0,Financial Services,-5.5457,-3.7471,-9.8622,-3.7471,-7.704,-7.3442,-6.2651,-13.0996,
BBTN,2026-02-27,BSJP Beli Sore Jual Pagi,Intraday,1390.0,Financial Services,-5.5457,-3.7471,-9.8622,-3.7471,-7.704,-7.3442,-6.2651,-13.0996,-5.5457
BBTN,2026-03-03,Volume Avg Naik Terkontrol,Akumulasi,1315.0,Financial Services,-6.4933,-2.0157,-0.15,-4.2545,-5.3739,-5.747,5.447,-15.0754,
BBTN,2026-03-05,RSI-9 Pullback ke EMA5,Scalp,1270.0,Financial Services,1.7511,-3.1918,-2.4314,-3.5721,-5.093,-3.1918,6.3139,-10.7964,
BBTN,2026-03-05,Stochastic Deeply Oversold,Scalp,1270.0,Financial Services,1.7511,-3.1918,-2.4314,-3.5721,-5.093,-3.1918,6.3139,-10.7964,
BBTN,2026-03-17,Volume Exhaustion Bottom,Akumulasi,1245.0,Financial Services,1.0311,1.4248,-0.9374,-1.3311,-0.5437,5.7555,11.661,-6.4492,
BBTN,2026-03-31,Volume Exhaustion Bottom,Akumulasi,1280.0,Financial Services,1.4436,0.6468,-0.15,3.0373,2.6388,5.8261,6.6229,-9.7118,
BBTN,2026-04-10,MACD Crossover Bullish,Swing,1290.0,Financial Services,-1.3128,4.1136,4.1136,1.4004,2.9508,4.8888,7.6019,-9.0647,
BBTN,2026-04-15,Volume Spike Sideways,Akumulasi,1350.0,Financial Services,-0.8935,-2.7522,-3.124,5.0545,3.9392,0.5935,-0.5217,-10.5589,
BBTN,2026-04-15,Volume Meledak,Pre-ARA,1350.0,Financial Services,-0.8935,-2.7522,-3.124,5.0545,3.9392,0.5935,-0.5217,-10.5589,
BBTN,2026-04-15,Breakout Konsolidasi,Pre-ARA,1350.0,Financial Services,-0.8935,-2.7522,-3.124,5.0545,3.9392,0.5935,-0.5217,-10.5589,
BBTN,2026-04-17,Akumulasi Tersembunyi,Pre-ARA,1340.0,Financial Services,-0.5317,1.3767,7.8653,6.7202,6.3385,4.4302,-2.4401,-8.1653,
BBTN,2026-04-20,RSI Recovery Diam-diam,Pre-ARA,1310.0,Financial Services,1.7657,8.2791,14.0262,5.5971,7.896,4.0646,-7.4297,-7.4297,
BBTN,2026-04-22,Volume Spike Sideways,Akumulasi,1330.0,Financial Services,5.1504,-1.2101,-2.6235,-0.5034,-4.0369,-5.4504,-19.5846,-10.7507,
BBTN,2026-04-23,Volume Meledak,Pre-ARA,1420.0,Financial Services,-6.1903,-7.5326,-6.5258,-9.2104,-8.5393,-10.2171,-29.6802,-15.2507,
BBTN,2026-04-23,Breakout Konsolidasi,Pre-ARA,1420.0,Financial Services,-6.1903,-7.5326,-6.5258,-9.2104,-8.5393,-10.2171,-29.6802,-15.2507,
BBTN,2026-04-29,Akumulasi Tersembunyi,Pre-ARA,1395.0,Financial Services,-4.0507,-3.6961,-3.3415,0.5592,-3.6961,-7.9514,-10.7883,-13.6252,
BBTN,2026-05-07,Volume Avg Naik Terkontrol,Akumulasi,1370.0,Financial Services,-3.6711,-4.3754,-2.9669,-5.7838,-10.7134,-5.7838,-16.3472,-14.9387,
BBTN,2026-05-15,Volume Avg Naik Terkontrol,Akumulasi,1340.0,Financial Services,-5.3739,-4.2545,-3.1351,-4.2545,-0.15,-15.0754,-18.0604,-9.8515,
BBTN,2026-05-18,Stochastic Deeply Oversold,Scalp,1310.0,Financial Services,1.0311,2.2122,0.2437,9.2988,5.3618,-17.4728,-15.1106,-4.8744,
BBTN,2026-05-18,Candle Compression,Pre-ARA,1310.0,Financial Services,1.0311,2.2122,0.2437,9.2988,5.3618,-17.4728,-15.1106,-4.8744,
BBTN,2026-05-19,RSI+BB Lower Bounce,Swing,1265.0,Financial Services,1.0173,-0.9282,-0.15,4.1302,4.1302,-8.7103,-15.3251,-5.2084,
BBTN,2026-05-19,Stochastic Oversold + Naik,Scalp,1265.0,Financial Services,1.0173,-0.9282,-0.15,4.1302,4.1302,-8.7103,-15.3251,-5.2084,
BBTN,2026-05-19,RSI-9 Pullback ke EMA5,Scalp,1265.0,Financial Services,1.0173,-0.9282,-0.15,4.1302,4.1302,-8.7103,-15.3251,-5.2084,
BBTN,2026-05-21,RSI Recovery + 2 Candle Hijau,Swing,1300.0,Financial Services,0.6343,8.8696,4.948,4.948,0.2422,-7.2088,-8.7775,-4.8559,
BBTN,2026-05-21,Volume Exhaustion Bottom,Akumulasi,1300.0,Financial Services,0.6343,8.8696,4.948,4.948,0.2422,-7.2088,-8.7775,-4.8559,
BBTN,2026-06-04,RSI+BB Lower Bounce,Swing,1205.0,Financial Services,-6.3228,-13.7302,-3.4422,-2.6191,6.0228,-7.9689,3.5537,1.9076,
BBTN,2026-06-04,Stochastic Deeply Oversold,Scalp,1205.0,Financial Services,-6.3228,-13.7302,-3.4422,-2.6191,6.0228,-7.9689,3.5537,1.9076,
BBTN,2026-06-11,RSI Recovery + 2 Candle Hijau,Swing,1210.0,Financial Services,6.1791,8.7108,5.3352,3.2255,-3.1036,-8.1669,1.5378,5.3352,
BBTN,2026-06-15,Volume Spike Sideways,Akumulasi,1265.0,Financial Services,-3.2508,-4.026,-5.1888,-11.0027,-13.3283,-9.8399,-5.964,-6.3516,
BBTN,2026-06-17,MACD Crossover Bullish,Swing,1290.0,Financial Services,-0.95,-2.15,-4.95,-10.55,-11.35,-2.55,-4.55,-6.15,
BBTN,2026-06-17,RSI Recovery Diam-diam,Pre-ARA,1290.0,Financial Services,-0.95,-2.15,-4.95,-10.55,-11.35,-2.55,-4.55,-6.15,
BBTN,2026-06-25,RSI+BB Lower Bounce,Swing,1120.0,Financial Services,-1.0429,1.1893,-1.9357,-2.8286,3.8679,7.4393,8.7786,,
BBTN,2026-06-26,Stochastic Deeply Oversold,Scalp,1130.0,Financial Services,2.1023,-1.0509,-2.8527,4.3545,9.7599,8.859,10.6608,,
BBTN,2026-07-02,RSI+BB Lower Bounce,Swing,1075.0,Financial Services,6.272,6.7307,11.7766,7.1894,10.4005,15.4463,11.7766,,
BBTN,2026-07-07,MACD Crossover Bullish,Swing,1165.0,Financial Services,-3.8385,-4.2484,-3.4287,-2.609,-0.9697,-0.15,-1.7893,,
BBTN,2026-07-08,RSI Recovery Diam-diam,Pre-ARA,1210.0,Financial Services,-0.5755,0.2755,2.4032,2.4032,7.084,3.2543,2.4032,,
BBTN,2026-07-15,RSI Recovery Diam-diam,Pre-ARA,1190.0,Financial Services,0.2649,4.4143,4.8293,4.4143,-0.15,1.5098,2.3396,,
BBTN,2026-07-21,Volume Avg Naik Terkontrol,Akumulasi,1265.0,Financial Services,-0.5453,-0.5453,-4.8931,-4.1026,-4.8931,-2.5215,-0.9405,,
BBTN,2026-07-31,Stochastic Oversold + Naik,Scalp,1215.0,Financial Services,-0.5615,0.673,0.2615,1.0846,-0.5615,0.673,-2.6191,,
BBTN,2026-08-10,MACD Crossover Bullish,Swing,1235.0,Financial Services,-2.1743,-2.1743,-1.3646,-1.7694,-2.5791,0.2549,,,
BBTN,2026-08-11,BSJP Beli Sore Jual Pagi,Intraday,1210.0,Financial Services,-0.15,0.6764,0.6764,-0.9764,1.0897,1.0897,,,-0.15
BBTN,2026-08-21,Stochastic Oversold + Naik,Scalp,1205.0,Financial Services,-1.3745,-1.7827,-0.5582,1.0745,-0.15,-4.2316,,,
BBTN,2026-08-21,Stochastic Deeply Oversold,Scalp,1205.0,Financial Services,-1.3745,-1.7827,-0.5582,1.0745,-0.15,-4.2316,,,
BBTN,2026-08-26,BSJP Beli Sore Jual Pagi,Intraday,1205.0,Financial Services,1.0948,2.3396,2.7546,1.5098,2.7546,-1.8098,,,1.0948
BBTN,2026-08-31,MACD Crossover Bullish,Swing,1235.0,Financial Services,-0.15,-1.3597,1.0597,-0.5532,-1.7629,,,,
BBTN,2026-09-02,Volume Spike Sideways,Akumulasi,1240.0,Financial Services,2.299,1.0745,0.6663,-0.5582,-4.2316,,,,
BBTN,2026-09-02,BSJP Beli Sore Jual Pagi,Intraday,1225.0,Financial Services,2.299,1.0745,0.6663,-0.5582,-4.2316,,,,2.299
BBTN,2026-09-04,Golden Cross EMA20/50,Swing,1255.0,Financial Services,-0.5532,0.6565,-1.7629,-5.3919,-4.5855,,,,
BBTN,2026-09-14,RSI+BB Lower Bounce,Swing,1180.0,Financial Services,-2.6191,-3.8537,-3.8537,,,,,,
BBTN,2026-09-14,RSI-9 Pullback ke EMA5,Scalp,1180.0,Financial Services,-2.6191,-3.8537,-3.8537,,,,,,
BBTN,2026-09-14,Stochastic Deeply Oversold,Scalp,1180.0,Financial Services,-2.6191,-3.8537,-3.8537,,,,,,
MEGA,2023-10-18,Volume Avg Naik Terkontrol,Akumulasi,2352.46,Financial Services,-0.15,1.2923,0.3308,3.6962,5.6192,1.7731,0.3308,-0.15,
MEGA,2023-10-18,Candle Compression,Pre-ARA,2352.46,Financial Services,-0.15,1.2923,0.3308,3.6962,5.6192,1.7731,0.3308,-0.15,
MEGA,2023-10-20,Volume Meledak,Pre-ARA,2341.15,Financial Services,-1.0979,0.3239,2.2197,4.1154,4.1154,-0.15,0.3239,-1.5718,
MEGA,2023-10-25,Volume Avg Naik Terkontrol,Akumulasi,2352.46,Financial Services,-1.0759,1.7019,-1.0759,-1.0759,-1.0759,-1.0759,-2.9278,-2.9278,
MEGA,2023-10-26,MACD Crossover Bullish,Swing,2442.94,Financial Services,2.6537,-0.15,2.6537,-2.0192,0.3173,-0.6173,-1.5519,-2.9537,
MEGA,2023-10-30,Volume Spike Sideways,Akumulasi,2409.01,Financial Services,2.6537,-0.15,-2.0192,0.3173,-1.5519,-2.4864,-2.4864,-2.4864,
MEGA,2023-10-30,Breakout Konsolidasi,Pre-ARA,2409.01,Financial Services,2.6537,-0.15,-2.0192,0.3173,-1.5519,-2.4864,-2.4864,-2.4864,
MEGA,2023-11-01,Akumulasi Tersembunyi,Pre-ARA,2465.56,Financial Services,-2.0192,-0.15,0.3173,-1.5519,-2.0192,-0.6173,-2.9537,-2.9537,
MEGA,2023-11-01,Volume Meledak,Pre-ARA,2465.56,Financial Services,-2.0192,-0.15,0.3173,-1.5519,-2.0192,-0.6173,-2.9537,-2.9537,
MEGA,2023-11-06,Volume Spike Sideways,Akumulasi,2420.32,Financial Services,-1.5453,-2.0105,-2.0105,-1.5453,-1.0802,-2.9407,-2.9407,-5.7314,
MEGA,2023-11-13,Candle Compression,Pre-ARA,2375.08,Financial Services,0.7934,0.3217,1.2651,-0.6217,-1.5651,-0.15,-0.6217,-5.8104,
MEGA,2023-11-23,Volume Spike Sideways,Akumulasi,2363.77,Financial Services,-0.15,-0.6285,1.2854,4.6347,-0.15,-0.6285,-0.6285,-4.839,
MEGA,2023-11-23,Akumulasi Tersembunyi,Pre-ARA,2363.77,Financial Services,-0.15,-0.6285,1.2854,4.6347,-0.15,-0.6285,-0.6285,-4.839,
MEGA,2023-11-27,Stochastic Deeply Oversold,Scalp,2352.46,Financial Services,1.7731,0.3308,5.1385,0.3308,0.8115,0.8115,0.3308,-3.9962,
MEGA,2023-12-01,MACD Crossover Bullish,Swing,2442.94,Financial Services,-1.5651,-1.5651,-1.0934,-1.0934,-2.0368,-1.0934,-2.0368,-3.4519,
MEGA,2023-12-01,Volume Avg Naik Terkontrol,Akumulasi,2442.94,Financial Services,-1.5651,-1.5651,-1.0934,-1.0934,-2.0368,-1.0934,-2.0368,-3.4519,
MEGA,2023-12-05,Volume Spike Sideways,Akumulasi,2363.77,Financial Services,0.3285,0.8069,0.3285,-0.6285,0.3285,0.8069,-0.6285,-1.1069,
MEGA,2023-12-05,Akumulasi Tersembunyi,Pre-ARA,2363.77,Financial Services,0.3285,0.8069,0.3285,-0.6285,0.3285,0.8069,-0.6285,-1.1069,
MEGA,2023-12-06,Stochastic Deeply Oversold,Scalp,2352.46,Financial Services,0.3262,-0.15,-0.6262,-1.1024,-0.15,3.6595,-0.15,-0.6262,
MEGA,2023-12-07,Stochastic Oversold + Naik,Scalp,2386.39,Financial Services,-0.6239,-1.0979,-1.5718,-0.6239,-1.0979,-3.4675,-1.5718,-2.5197,
MEGA,2023-12-08,Volume Avg Naik Terkontrol,Akumulasi,2363.77,Financial Services,-0.6262,-1.1024,-1.1024,-0.15,-0.6262,-2.0548,-1.5786,-0.6262,
MEGA,2023-12-14,Stochastic Oversold + Naik,Scalp,2352.46,Financial Services,-0.15,-0.6262,-0.6262,-0.15,0.3262,-1.1024,-8.3405,-1.7313,
MEGA,2023-12-14,Candle Compression,Pre-ARA,2352.46,Financial Services,-0.15,-0.6262,-0.6262,-0.15,0.3262,-1.1024,-8.3405,-1.7313,
MEGA,2023-12-15,Volume Avg Naik Terkontrol,Akumulasi,2363.77,Financial Services,-0.6262,-0.6262,-0.15,-0.15,3.6595,-1.1024,0.8024,-1.5329,
MEGA,2023-12-21,Volume Meledak,Pre-ARA,2375.08,Financial Services,-0.15,0.3262,3.6595,-2.0548,0.3262,-1.1024,-5.1024,-0.4416,
MEGA,2023-12-22,MACD Crossover Bullish,Swing,2375.08,Financial Services,0.3262,3.6595,-3.0071,-1.1024,-1.1024,-1.1024,-5.1024,2.5348,
MEGA,2023-12-22,Volume Avg Naik Terkontrol,Akumulasi,2375.08,Financial Services,0.3262,3.6595,-3.0071,-1.1024,-1.1024,-1.1024,-5.1024,2.5348,
MEGA,2023-12-29,Golden Cross EMA20/50,Swing,2465.56,Financial Services,0.8304,1.8108,3.2814,1.8108,2.7912,1.8108,-1.6206,3.5123,
MEGA,2023-12-29,Volume Spike Sideways,Akumulasi,2465.56,Financial Services,0.8304,1.8108,3.2814,1.8108,2.7912,1.8108,-1.6206,3.5123,
MEGA,2024-01-03,Stochastic Oversold + Naik,Scalp,2329.84,Financial Services,1.2923,-0.15,-0.15,0.8115,0.3308,-0.15,-3.5154,1.018,
MEGA,2024-01-12,MACD Crossover Bullish,Swing,2363.77,Financial Services,-0.6285,-0.6285,-0.6285,-0.6285,-0.6285,-3.0208,-1.1069,1.5308,
MEGA,2024-01-18,Stochastic Oversold + Naik,Scalp,2352.46,Financial Services,-0.15,0.8115,-0.15,0.3308,-0.15,-4.1885,-1.5923,6.5271,
MEGA,2024-01-23,MACD Crossover Bullish,Swing,2375.08,Financial Services,-0.6308,0.3308,-0.15,-7.4577,-2.5538,-3.5154,-1.1115,5.0246,
MEGA,2024-01-24,Candle Compression,Pre-ARA,2352.46,Financial Services,0.8162,0.3331,0.3331,2.2655,-3.7249,-3.0486,0.8162,3.5197,
MEGA,2024-01-31,RSI+BB Lower Bounce,Swing,2180.55,Financial Services,-4.3953,-5.9991,-5.9991,-5.9991,-5.8104,-6.1877,-2.4633,1.5661,
MEGA,2024-01-31,RSI-9 Pullback ke EMA5,Scalp,2180.55,Financial Services,-4.3953,-5.9991,-5.9991,-5.9991,-5.8104,-6.1877,-2.4633,1.5661,
MEGA,2024-01-31,Volume Spike Sideways,Akumulasi,2180.55,Financial Services,-4.3953,-5.9991,-5.9991,-5.9991,-5.8104,-6.1877,-2.4633,1.5661,
MEGA,2024-02-01,Akumulasi Tersembunyi,Pre-ARA,2307.22,Financial Services,-1.8249,-1.8249,-1.8249,-1.6278,-1.1352,0.3426,2.2782,4.5361,
MEGA,2024-02-01,Volume Meledak,Pre-ARA,2307.22,Financial Services,-1.8249,-1.8249,-1.8249,-1.6278,-1.1352,0.3426,2.2782,4.5361,
MEGA,2024-02-13,Candle Compression,Pre-ARA,2261.98,Financial Services,0.35,0.35,0.35,0.35,-0.55,2.35,5.5856,7.669,
MEGA,2024-02-16,RSI Recovery Diam-diam,Pre-ARA,2273.29,Financial Services,-0.15,-0.15,-0.15,-1.0455,-0.6475,3.8301,4.5413,9.724,
MEGA,2024-02-21,MACD Crossover Bullish,Swing,2284.6,Financial Services,-0.15,-1.0455,1.3425,2.8351,2.3376,4.023,5.0595,8.6874,
MEGA,2024-02-21,Candle Compression,Pre-ARA,2284.6,Financial Services,-0.15,-1.0455,1.3425,2.8351,2.3376,4.023,5.0595,8.6874,
MEGA,2024-02-27,RSI Recovery Diam-diam,Pre-ARA,2307.22,Financial Services,3.35,5.85,2.85,2.35,4.35,3.3979,7.669,7.669,
MEGA,2024-03-01,Volume Avg Naik Terkontrol,Akumulasi,2375.08,Financial Services,-0.6354,-0.6354,0.3354,-0.15,1.4945,0.382,3.0116,5.0344,
MEGA,2024-03-04,Volume Spike Sideways,Akumulasi,2341.15,Financial Services,-0.15,0.8256,1.8012,1.8012,1.9903,1.9903,6.5638,5.0393,
MEGA,2024-03-05,Akumulasi Tersembunyi,Pre-ARA,2318.53,Financial Services,0.8256,1.8012,0.3378,1.9903,1.4822,5.0393,8.0883,6.0556,
MEGA,2024-03-07,RSI Recovery Diam-diam,Pre-ARA,2352.46,Financial Services,-1.5854,-0.15,0.0355,-0.4629,-1.0611,1.0324,5.0198,2.5277,
MEGA,2024-03-14,Volume Spike Sideways,Akumulasi,2403.5,Financial Services,-0.15,-0.6475,-1.4435,-0.8465,-1.2445,0.3475,3.3326,3.8301,
MEGA,2024-03-14,Akumulasi Tersembunyi,Pre-ARA,2403.5,Financial Services,-0.15,-0.6475,-1.4435,-0.8465,-1.2445,0.3475,3.3326,3.8301,
MEGA,2024-03-14,Volume Meledak,Pre-ARA,2403.5,Financial Services,-0.15,-0.6475,-1.4435,-0.8465,-1.2445,0.3475,3.3326,3.8301,
MEGA,2024-03-18,Golden Cross EMA20/50,Swing,2368.16,Financial Services,-0.95,-0.75,-0.35,-0.75,3.35,1.35,3.85,1.35,
MEGA,2024-03-22,Candle Compression,Pre-ARA,2351.66,Financial Services,0.0516,1.1605,4.1847,2.1686,1.6645,4.1847,3.6807,0.6565,
MEGA,2024-03-26,Stochastic Oversold + Naik,Scalp,2368.16,Financial Services,2.8351,5.3226,0.845,0.3475,2.3376,2.3376,1.8401,-1.2445,
MEGA,2024-03-27,MACD Crossover Bullish,Swing,2379.94,Financial Services,2.2655,-2.0824,-2.0824,-2.5655,-2.0824,-1.5993,-1.5993,-4.1114,
MEGA,2024-04-01,Volume Spike Sideways,Akumulasi,2474.19,Financial Services,-0.15,-0.6426,-0.6426,-0.15,1.3278,4.7761,1.8204,-2.219,
MEGA,2024-04-01,Volume Avg Naik Terkontrol,Akumulasi,2474.19,Financial Services,-0.15,-0.6426,-0.6426,-0.15,1.3278,4.7761,1.8204,-2.219,
MEGA,2024-04-01,Volume Meledak,Pre-ARA,2474.19,Financial Services,-0.15,-0.6426,-0.6426,-0.15,1.3278,4.7761,1.8204,-2.219,
MEGA,2024-04-01,Breakout Konsolidasi,Pre-ARA,2474.19,Financial Services,-0.15,-0.6426,-0.6426,-0.15,1.3278,4.7761,1.8204,-2.219,
MEGA,2024-04-29,MACD Crossover Bullish,Swing,2474.19,Financial Services,-1.5585,-1.089,-1.5585,-2.4974,-2.4974,-4.3754,-2.0279,-3.9059,
MEGA,2024-04-30,Volume Meledak,Pre-ARA,2474.19,Financial Services,0.3262,-0.15,-2.0547,-3.0071,-3.0071,-3.0071,-3.0071,-3.9595,
MEGA,2024-04-30,Breakout Konsolidasi,Pre-ARA,2474.19,Financial Services,0.3262,-0.15,-2.0547,-3.0071,-3.0071,-3.0071,-3.0071,-3.9595,
MEGA,2024-05-03,Volume Spike Sideways,Akumulasi,2403.5,Financial Services,-2.0547,-1.1024,-3.0071,-3.0071,-3.0071,1.7548,-0.6262,-4.9119,
MEGA,2024-05-27,Candle Compression,Pre-ARA,2403.5,Financial Services,1.3206,4.752,3.7716,2.301,1.8108,1.3206,-2.699,-0.6402,
MEGA,2024-05-28,Stochastic Deeply Oversold,Scalp,2415.28,Financial Services,3.2316,2.2655,5.164,1.2993,0.3331,0.8162,-4.1114,-2.0824,
MEGA,2024-05-30,MACD Crossover Bullish,Swing,2485.98,Financial Services,2.6802,-1.5651,-1.0934,-2.0368,-2.5085,-2.9802,-5.8104,-4.867,
MEGA,2024-05-30,Volume Meledak,Pre-ARA,2485.98,Financial Services,2.6802,-1.5651,-1.0934,-2.0368,-2.5085,-2.9802,-5.8104,-4.867,
MEGA,2024-05-30,Breakout Konsolidasi,Pre-ARA,2485.98,Financial Services,2.6802,-1.5651,-1.0934,-2.0368,-2.5085,-2.9802,-5.8104,-4.867,
MEGA,2024-05-31,Volume Spike Sideways,Akumulasi,2462.41,Financial Services,-4.2784,-3.8197,-4.7372,-5.6546,-4.7372,-4.2784,-8.7739,-6.572,
MEGA,2024-06-04,Akumulasi Tersembunyi,Pre-ARA,2497.76,Financial Services,-1.1024,-1.1024,-2.0547,-1.1024,-1.1024,-0.6262,-5.4833,-2.5309,
MEGA,2024-06-07,Volume Spike Sideways,Akumulasi,2427.07,Financial Services,0.3354,0.8209,-1.6063,0.3354,-1.1209,-3.8393,-3.451,-3.0626,
MEGA,2024-06-11,Stochastic Oversold + Naik,Scalp,2497.76,Financial Services,-2.5538,-0.15,-0.6308,-2.0731,0.3308,-3.9961,-4.1885,-4.1885,
MEGA,2024-06-11,Stochastic Deeply Oversold,Scalp,2497.76,Financial Services,-2.5538,-0.15,-0.6308,-2.0731,0.3308,-3.9961,-4.1885,-4.1885,
MEGA,2024-06-26,Volume Avg Naik Terkontrol,Akumulasi,2415.28,Financial Services,0.3285,-3.0208,-5.2218,-4.4562,-4.6476,-4.839,-2.5423,-4.4562,
MEGA,2024-06-27,MACD Crossover Bullish,Swing,2427.07,Financial Services,-3.4833,-5.6738,-5.1024,-4.9119,-5.4833,-5.4833,-4.4357,-4.9119,
MEGA,2024-06-28,RSI Recovery Diam-diam,Pre-ARA,2450.63,Financial Services,-2.416,-1.8249,-1.6278,-1.8249,-2.219,-2.219,-1.1352,-1.6278,
MEGA,2024-07-02,RSI+BB Lower Bounce,Swing,2337.52,Financial Services,0.0504,0.0504,-0.15,-0.5508,-0.5508,-0.3504,0.0504,0.5514,
MEGA,2024-07-02,Stochastic Oversold + Naik,Scalp,2337.52,Financial Services,0.0504,0.0504,-0.15,-0.5508,-0.5508,-0.3504,0.0504,0.5514,
MEGA,2024-07-02,RSI-9 Pullback ke EMA5,Scalp,2337.52,Financial Services,0.0504,0.0504,-0.15,-0.5508,-0.5508,-0.3504,0.0504,0.5514,
MEGA,2024-07-03,Stochastic Deeply Oversold,Scalp,2351.66,Financial Services,-0.15,-0.35,-0.75,-0.75,-0.35,-0.55,1.85,-0.15,
MEGA,2024-07-03,Volume Spike Sideways,Akumulasi,2351.66,Financial Services,-0.15,-0.35,-0.75,-0.75,-0.35,-0.55,1.85,-0.15,
MEGA,2024-07-04,RSI Recovery + 2 Candle Hijau,Swing,2356.38,Financial Services,-0.35,-0.75,-0.75,-0.75,-0.15,-0.35,0.85,-0.15,
MEGA,2024-07-09,RSI+BB Lower Bounce,Swing,2342.24,Financial Services,-0.15,-0.15,0.2524,0.0512,-0.15,5.4838,1.9627,-0.9548,
MEGA,2024-07-09,RSI-9 Pullback ke EMA5,Scalp,2342.24,Financial Services,-0.15,-0.15,0.2524,0.0512,-0.15,5.4838,1.9627,-0.9548,
