ticker,date,signal,category,price,sector,ret_1d,ret_2d,ret_3d,ret_5d,ret_7d,ret_14d,ret_30d,ret_60d,ret_intraday
ELTY,2024-07-29,Candle Compression,Pre-ARA,9.0,Real Estate,-0.15,-0.15,-11.2611,-11.2611,-22.3722,-0.15,77.6278,77.6278,
ELTY,2024-08-06,Stochastic Deeply Oversold,Scalp,8.0,Real Estate,-12.65,-0.15,12.35,-0.15,12.35,12.35,87.35,124.85,
ELTY,2024-08-09,Volume Meledak,Pre-ARA,9.0,Real Estate,-11.2611,-11.2611,-11.2611,-0.15,-11.2611,22.0722,55.4056,66.5167,
ELTY,2024-08-08,BSJP Beli Sore Jual Pagi,Intraday,8.0,Real Estate,12.35,-0.15,-0.15,12.35,-0.15,24.85,87.35,99.85,12.35
ELTY,2024-08-14,Volume Spike Sideways,Akumulasi,8.0,Real Estate,12.35,12.35,-0.15,-0.15,-0.15,74.85,37.35,87.35,
ELTY,2024-08-16,MACD Crossover Bullish,Swing,9.0,Real Estate,-11.2611,-11.2611,-11.2611,-11.2611,-0.15,77.6278,33.1833,77.6278,
ELTY,2024-08-15,BSJP Beli Sore Jual Pagi,Intraday,9.0,Real Estate,-0.15,-11.2611,-11.2611,-11.2611,-0.15,66.5167,22.0722,77.6278,-0.15
ELTY,2024-08-21,Volume Exhaustion Bottom,Akumulasi,9.0,Real Estate,-0.15,-0.15,12.35,24.85,49.85,87.35,62.35,87.35,
ELTY,2024-08-22,Stochastic Deeply Oversold,Scalp,8.0,Real Estate,-0.15,12.35,12.35,37.35,62.35,74.85,62.35,87.35,
ELTY,2024-08-22,BSJP Beli Sore Jual Pagi,Intraday,8.0,Real Estate,-0.15,12.35,12.35,37.35,62.35,74.85,62.35,87.35,12.35
ELTY,2024-08-27,MACD Crossover Bullish,Swing,9.0,Real Estate,10.9611,22.0722,33.1833,55.4056,77.6278,77.6278,44.2944,44.2944,
ELTY,2024-08-28,Volume Spike Sideways,Akumulasi,10.0,Real Estate,9.85,19.85,29.85,49.85,69.85,49.85,29.85,29.85,
ELTY,2024-08-28,Candle Compression,Pre-ARA,10.0,Real Estate,9.85,19.85,29.85,49.85,69.85,49.85,29.85,29.85,
ELTY,2024-08-28,Volume Meledak,Pre-ARA,10.0,Real Estate,9.85,19.85,29.85,49.85,69.85,49.85,29.85,29.85,
ELTY,2024-08-29,BSJP Beli Sore Jual Pagi,Intraday,11.0,Real Estate,8.9409,18.0318,27.1227,45.3045,45.3045,36.2136,8.9409,18.0318,18.0318
ELTY,2024-09-04,Golden Cross EMA20/50,Swing,15.0,Real Estate,6.5167,13.1833,6.5167,-6.8167,6.5167,-20.15,-6.8167,-20.15,
ELTY,2024-09-04,Candle Compression,Pre-ARA,15.0,Real Estate,6.5167,13.1833,6.5167,-6.8167,6.5167,-20.15,-6.8167,-20.15,
ELTY,2024-09-05,BSJP Beli Sore Jual Pagi,Intraday,16.0,Real Estate,6.1,-0.15,-6.4,-6.4,-0.15,-31.4,-12.65,-18.9,12.35
ELTY,2024-09-12,BSJP Beli Sore Jual Pagi,Intraday,15.0,Real Estate,6.5167,6.5167,-0.15,-0.15,-13.4833,-13.4833,26.5167,-6.8167,-0.15
ELTY,2024-09-20,BSJP Beli Sore Jual Pagi,Intraday,15.0,Real Estate,-6.8167,-13.4833,-20.15,-26.8167,-20.15,-13.4833,6.5167,-6.8167,-6.8167
ELTY,2024-09-24,Stochastic Deeply Oversold,Scalp,14.0,Real Estate,-7.8423,-15.5346,-15.5346,-7.8423,-0.15,-7.8423,15.2346,-0.15,
ELTY,2024-09-27,BSJP Beli Sore Jual Pagi,Intraday,11.0,Real Estate,8.9409,8.9409,18.0318,18.0318,18.0318,27.1227,45.3045,18.0318,-0.15
ELTY,2024-10-01,Volume Spike Sideways,Akumulasi,11.0,Real Estate,8.1833,8.1833,8.1833,8.1833,8.1833,24.85,33.1833,8.1833,
ELTY,2024-10-04,BSJP Beli Sore Jual Pagi,Intraday,13.0,Real Estate,-0.15,-0.15,-0.15,-7.8423,-7.8423,38.3115,15.2346,-7.8423,-0.15
ELTY,2024-10-08,Volume Exhaustion Bottom,Akumulasi,13.0,Real Estate,-0.15,-0.15,-7.8423,-7.8423,7.5423,46.0038,-0.15,-7.8423,
ELTY,2024-10-10,RSI Recovery Diam-diam,Pre-ARA,13.0,Real Estate,-7.8423,-7.8423,-7.8423,7.5423,15.2346,38.3115,-0.15,-7.8423,
ELTY,2024-10-11,BSJP Beli Sore Jual Pagi,Intraday,12.0,Real Estate,-0.15,-0.15,8.1833,16.5167,33.1833,41.5167,8.1833,8.1833,-0.15
ELTY,2024-10-15,Volume Exhaustion Bottom,Akumulasi,12.0,Real Estate,8.1833,16.5167,16.5167,33.1833,49.85,24.85,8.1833,8.1833,
ELTY,2024-10-16,Stochastic Deeply Oversold,Scalp,12.0,Real Estate,7.5423,7.5423,15.2346,30.6192,46.0038,15.2346,-0.15,-0.15,
ELTY,2024-10-16,Candle Compression,Pre-ARA,12.0,Real Estate,7.5423,7.5423,15.2346,30.6192,46.0038,15.2346,-0.15,-0.15,
ELTY,2024-10-21,MACD Crossover Bullish,Swing,15.0,Real Estate,6.5167,13.1833,19.85,26.5167,19.85,6.5167,-13.4833,-6.8167,
ELTY,2024-10-18,BSJP Beli Sore Jual Pagi,Intraday,14.0,Real Estate,6.9929,14.1357,21.2786,35.5643,35.5643,6.9929,-7.2929,-0.15,14.1357
ELTY,2024-10-24,Candle Compression,Pre-ARA,18.0,Real Estate,5.4056,5.4056,5.4056,-5.7056,-16.8167,-11.2611,-22.3722,-22.3722,
ELTY,2024-10-25,BSJP Beli Sore Jual Pagi,Intraday,19.0,Real Estate,-0.15,-0.15,-5.4132,-15.9395,-21.2026,-21.2026,-26.4658,-26.4658,-0.15
ELTY,2024-10-31,Candle Compression,Pre-ARA,17.0,Real Estate,-6.0324,-11.9147,-11.9147,-11.9147,-6.0324,-23.6794,-17.7971,-17.7971,
ELTY,2024-11-01,BSJP Beli Sore Jual Pagi,Intraday,16.0,Real Estate,-6.4,-6.4,-6.4,-0.15,-0.15,-18.9,-12.65,-12.65,-6.4
ELTY,2024-11-05,Stochastic Deeply Oversold,Scalp,15.0,Real Estate,-0.15,-0.15,6.5167,6.5167,-0.15,-13.4833,-13.4833,-13.4833,
ELTY,2024-11-07,Stochastic Oversold + Naik,Scalp,15.0,Real Estate,6.5167,6.5167,6.5167,-0.15,-6.8167,-13.4833,-13.4833,-20.15,
ELTY,2024-11-08,BSJP Beli Sore Jual Pagi,Intraday,16.0,Real Estate,-0.15,-0.15,-0.15,-6.4,-18.9,-25.15,-18.9,-18.9,-0.15
ELTY,2024-11-19,Volume Exhaustion Bottom,Akumulasi,14.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-7.8423,7.5423,-7.8423,-0.15,
ELTY,2024-11-20,RSI+BB Lower Bounce,Swing,14.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-0.15,7.5423,-7.8423,-7.8423,
ELTY,2024-11-20,Stochastic Deeply Oversold,Scalp,14.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-0.15,7.5423,-7.8423,-7.8423,
ELTY,2024-11-26,Volume Exhaustion Bottom,Akumulasi,13.0,Real Estate,-0.15,-7.8423,-0.15,7.5423,7.5423,7.5423,-0.15,-7.8423,
ELTY,2024-12-02,RSI+BB Lower Bounce,Swing,12.0,Real Estate,-0.15,7.5423,15.2346,7.5423,7.5423,-0.15,7.5423,-7.8423,
ELTY,2024-12-05,Volume Spike Sideways,Akumulasi,14.0,Real Estate,-6.8167,-6.8167,-6.8167,-6.8167,-6.8167,-13.4833,-6.8167,-26.8167,
ELTY,2024-12-05,RSI Recovery Diam-diam,Pre-ARA,14.0,Real Estate,-6.8167,-6.8167,-6.8167,-6.8167,-6.8167,-13.4833,-6.8167,-26.8167,
ELTY,2024-12-06,MACD Crossover Bullish,Swing,15.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-0.15,-14.4357,-0.15,-21.5786,
ELTY,2024-12-12,RSI Recovery Diam-diam,Pre-ARA,14.0,Real Estate,-0.15,-0.15,-0.15,-7.2929,-7.2929,-14.4357,-7.2929,-14.4357,
ELTY,2024-12-13,Candle Compression,Pre-ARA,14.0,Real Estate,-0.15,-0.15,-7.2929,-7.2929,-14.4357,-14.4357,-0.15,-21.5786,
ELTY,2024-12-19,RSI-9 Pullback ke EMA5,Scalp,13.0,Real Estate,-0.15,-0.15,-7.8423,-7.8423,-7.8423,-0.15,-0.15,-15.5346,
ELTY,2024-12-20,Stochastic Deeply Oversold,Scalp,12.0,Real Estate,-0.15,-7.8423,-0.15,-15.5346,-7.8423,-0.15,-7.8423,-15.5346,
ELTY,2024-12-27,RSI+BB Lower Bounce,Swing,12.0,Real Estate,-7.8423,-15.5346,-7.8423,-7.8423,-7.8423,7.5423,-7.8423,-23.2269,
ELTY,2025-01-02,Stochastic Deeply Oversold,Scalp,12.0,Real Estate,8.9409,8.9409,8.9409,8.9409,18.0318,27.1227,8.9409,-9.2409,
ELTY,2025-01-06,Volume Spike Sideways,Akumulasi,12.0,Real Estate,-0.15,-0.15,-0.15,8.1833,8.1833,16.5167,8.1833,-16.8167,
ELTY,2025-01-07,Akumulasi Tersembunyi,Pre-ARA,12.0,Real Estate,-0.15,-0.15,8.1833,8.1833,16.5167,8.1833,8.1833,-8.4833,
ELTY,2025-01-10,Volume Exhaustion Bottom,Akumulasi,12.0,Real Estate,-0.15,-0.15,-0.15,7.5423,7.5423,7.5423,-0.15,-23.2269,
ELTY,2025-01-13,MACD Crossover Bullish,Swing,13.0,Real Estate,-0.15,-0.15,7.5423,7.5423,7.5423,7.5423,-7.8423,-23.2269,
ELTY,2025-01-13,RSI Recovery Diam-diam,Pre-ARA,13.0,Real Estate,-0.15,-0.15,7.5423,7.5423,7.5423,7.5423,-7.8423,-23.2269,
ELTY,2025-01-21,Candle Compression,Pre-ARA,14.0,Real Estate,-0.15,-0.15,-0.15,-7.2929,-0.15,-14.4357,-14.4357,-21.5786,
ELTY,2025-01-22,Volume Avg Naik Terkontrol,Akumulasi,14.0,Real Estate,-0.15,-0.15,-7.2929,-7.2929,-0.15,-14.4357,-21.5786,-28.7214,
ELTY,2025-02-04,Stochastic Deeply Oversold,Scalp,13.0,Real Estate,-0.15,-7.2929,-7.2929,-14.4357,-14.4357,-14.4357,-21.5786,-28.7214,
ELTY,2025-02-06,Volume Meledak,Pre-ARA,14.0,Real Estate,-0.15,-0.15,-7.8423,-7.8423,-0.15,-0.15,-15.5346,-30.9192,
ELTY,2025-02-11,Stochastic Deeply Oversold,Scalp,13.0,Real Estate,8.1833,-0.15,-0.15,-0.15,8.1833,-0.15,-8.4833,-16.8167,
ELTY,2025-02-12,RSI+BB Lower Bounce,Swing,12.0,Real Estate,-7.8423,-7.8423,-0.15,-0.15,-0.15,-7.8423,-23.2269,-23.2269,
ELTY,2025-02-19,Stochastic Deeply Oversold,Scalp,12.0,Real Estate,-0.15,-0.15,-7.8423,-0.15,-7.8423,-15.5346,-23.2269,-30.9192,
ELTY,2025-02-24,MACD Crossover Bullish,Swing,12.0,Real Estate,-0.15,8.1833,-0.15,-0.15,-0.15,-0.15,-16.8167,-16.8167,
ELTY,2025-02-25,Volume Exhaustion Bottom,Akumulasi,12.0,Real Estate,8.1833,-0.15,-0.15,-0.15,-0.15,-0.15,-16.8167,-16.8167,
ELTY,2025-02-27,RSI Recovery Diam-diam,Pre-ARA,12.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-8.4833,-8.4833,-16.8167,-16.8167,
ELTY,2025-03-05,Volume Exhaustion Bottom,Akumulasi,11.0,Real Estate,-0.15,-0.15,-8.4833,-0.15,-0.15,-8.4833,-16.8167,-8.4833,
ELTY,2025-03-11,RSI+BB Lower Bounce,Swing,11.0,Real Estate,8.9409,8.9409,8.9409,-0.15,-0.15,-18.3318,-0.15,-9.2409,
ELTY,2025-03-12,Stochastic Deeply Oversold,Scalp,11.0,Real Estate,-0.15,-0.15,-0.15,-8.4833,-8.4833,-16.8167,-16.8167,-16.8167,
ELTY,2025-03-12,Volume Exhaustion Bottom,Akumulasi,11.0,Real Estate,-0.15,-0.15,-0.15,-8.4833,-8.4833,-16.8167,-16.8167,-16.8167,
ELTY,2025-03-17,MACD Crossover Bullish,Swing,12.0,Real Estate,-8.4833,-8.4833,-8.4833,-8.4833,-16.8167,-8.4833,-16.8167,-16.8167,
ELTY,2025-03-19,RSI+BB Lower Bounce,Swing,11.0,Real Estate,-0.15,-0.15,-0.15,-9.2409,-9.2409,-9.2409,-9.2409,-9.2409,
ELTY,2025-03-19,RSI-9 Pullback ke EMA5,Scalp,11.0,Real Estate,-0.15,-0.15,-0.15,-9.2409,-9.2409,-9.2409,-9.2409,-9.2409,
ELTY,2025-03-21,Stochastic Deeply Oversold,Scalp,11.0,Real Estate,-0.15,-0.15,-9.2409,-9.2409,-9.2409,-9.2409,-9.2409,-9.2409,
ELTY,2025-03-21,Candle Compression,Pre-ARA,11.0,Real Estate,-0.15,-0.15,-9.2409,-9.2409,-9.2409,-9.2409,-9.2409,-9.2409,
ELTY,2025-03-26,RSI+BB Lower Bounce,Swing,11.0,Real Estate,9.85,-0.15,-10.15,-0.15,9.85,-0.15,-0.15,-0.15,
ELTY,2025-03-26,Volume Meledak,Pre-ARA,11.0,Real Estate,9.85,-0.15,-10.15,-0.15,9.85,-0.15,-0.15,-0.15,
ELTY,2025-04-08,Akumulasi Tersembunyi,Pre-ARA,10.0,Real Estate,-10.15,-0.15,-0.15,9.85,-0.15,9.85,-0.15,-0.15,
ELTY,2025-04-09,Stochastic Deeply Oversold,Scalp,9.0,Real Estate,10.9611,10.9611,10.9611,10.9611,10.9611,22.0722,10.9611,10.9611,
ELTY,2025-04-14,Candle Compression,Pre-ARA,10.0,Real Estate,9.85,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,9.85,
ELTY,2025-04-16,MACD Crossover Bullish,Swing,10.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,9.85,
ELTY,2025-04-16,RSI Recovery Diam-diam,Pre-ARA,10.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,9.85,
ELTY,2025-04-24,RSI Recovery Diam-diam,Pre-ARA,10.0,Real Estate,-0.15,-0.15,9.85,-0.15,-0.15,-0.15,9.85,-0.15,
ELTY,2025-04-25,Stochastic Deeply Oversold,Scalp,10.0,Real Estate,-0.15,9.85,9.85,9.85,-0.15,-10.15,-0.15,-0.15,
ELTY,2025-04-25,Candle Compression,Pre-ARA,10.0,Real Estate,-0.15,9.85,9.85,9.85,-0.15,-10.15,-0.15,-0.15,
ELTY,2025-04-30,Volume Spike Sideways,Akumulasi,10.0,Real Estate,-9.2409,-0.15,-9.2409,-9.2409,-9.2409,-9.2409,-9.2409,-9.2409,
ELTY,2025-05-02,RSI Recovery Diam-diam,Pre-ARA,11.0,Real Estate,9.85,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,
ELTY,2025-05-06,Volume Avg Naik Terkontrol,Akumulasi,10.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,
ELTY,2025-05-08,Volume Spike Sideways,Akumulasi,10.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,9.85,
ELTY,2025-05-19,RSI+BB Lower Bounce,Swing,10.0,Real Estate,-10.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,39.85,
ELTY,2025-05-19,Candle Compression,Pre-ARA,10.0,Real Estate,-10.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,39.85,
ELTY,2025-05-21,Stochastic Deeply Oversold,Scalp,9.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-0.15,9.85,9.85,59.85,
ELTY,2025-05-23,MACD Crossover Bullish,Swing,9.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-0.15,9.85,-0.15,79.85,
ELTY,2025-06-03,RSI+BB Lower Bounce,Swing,9.0,Real Estate,-0.15,-0.15,-0.15,-0.15,9.85,-0.15,9.85,119.85,
ELTY,2025-06-03,Volume Exhaustion Bottom,Akumulasi,9.0,Real Estate,-0.15,-0.15,-0.15,-0.15,9.85,-0.15,9.85,119.85,
ELTY,2025-06-04,MACD Crossover Bullish,Swing,10.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,99.85,
ELTY,2025-06-05,RSI Recovery Diam-diam,Pre-ARA,9.0,Real Estate,-0.15,-0.15,-0.15,9.85,9.85,-0.15,9.85,79.85,
ELTY,2025-06-18,Volume Spike Sideways,Akumulasi,10.0,Real Estate,-9.2409,-9.2409,-9.2409,-9.2409,-9.2409,-0.15,-9.2409,54.3955,
ELTY,2025-06-18,RSI Recovery Diam-diam,Pre-ARA,10.0,Real Estate,-9.2409,-9.2409,-9.2409,-9.2409,-9.2409,-0.15,-9.2409,54.3955,
ELTY,2025-07-07,RSI+BB Lower Bounce,Swing,9.0,Real Estate,-0.15,9.85,-0.15,-0.15,-0.15,9.85,39.85,179.85,
ELTY,2025-07-07,Volume Exhaustion Bottom,Akumulasi,9.0,Real Estate,-0.15,9.85,-0.15,-0.15,-0.15,9.85,39.85,179.85,
ELTY,2025-07-09,Volume Spike Sideways,Akumulasi,10.0,Real Estate,-9.2409,-9.2409,-9.2409,-9.2409,-0.15,-9.2409,45.3045,118.0318,
ELTY,2025-07-09,Volume Meledak,Pre-ARA,10.0,Real Estate,-9.2409,-9.2409,-9.2409,-9.2409,-0.15,-9.2409,45.3045,118.0318,
ELTY,2025-07-10,MACD Crossover Bullish,Swing,11.0,Real Estate,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,69.85,119.85,
ELTY,2025-07-11,Akumulasi Tersembunyi,Pre-ARA,10.0,Real Estate,-0.15,-0.15,-0.15,9.85,9.85,-0.15,79.85,139.85,
ELTY,2025-07-16,Volume Spike Sideways,Akumulasi,10.0,Real Estate,-0.15,9.85,-0.15,-0.15,9.85,-0.15,119.85,159.85,
ELTY,2025-07-18,Candle Compression,Pre-ARA,10.0,Real Estate,-9.2409,-0.15,-9.2409,-0.15,-9.2409,-9.2409,99.85,99.85,
ELTY,2025-07-18,RSI Recovery Diam-diam,Pre-ARA,10.0,Real Estate,-9.2409,-0.15,-9.2409,-0.15,-9.2409,-9.2409,99.85,99.85,
ELTY,2025-07-23,Volume Avg Naik Terkontrol,Akumulasi,10.0,Real Estate,9.85,9.85,9.85,-0.15,-0.15,9.85,69.85,89.85,
ELTY,2025-07-28,Golden Cross EMA20/50,Swing,11.0,Real Estate,-9.2409,-9.2409,-9.2409,-9.2409,-0.15,18.0318,45.3045,118.0318,
ELTY,2025-08-01,Stochastic Deeply Oversold,Scalp,10.0,Real Estate,-0.15,-0.15,9.85,9.85,9.85,69.85,79.85,109.85,
ELTY,2025-08-01,Volume Avg Naik Terkontrol,Akumulasi,10.0,Real Estate,-0.15,-0.15,9.85,9.85,9.85,69.85,79.85,109.85,
ELTY,2025-08-05,Candle Compression,Pre-ARA,10.0,Real Estate,9.85,-0.15,9.85,9.85,29.85,89.85,99.85,89.85,
ELTY,2025-08-06,Volume Exhaustion Bottom,Akumulasi,10.0,Real Estate,-9.2409,-0.15,-0.15,8.9409,18.0318,81.6682,99.85,72.5773,
ELTY,2025-08-07,Golden Cross EMA20/50,Swing,11.0,Real Estate,9.85,9.85,9.85,29.85,39.85,119.85,139.85,89.85,
ELTY,2025-08-11,MACD Crossover Bullish,Swing,11.0,Real Estate,-0.15,8.9409,18.0318,27.1227,45.3045,99.85,154.3955,72.5773,
ELTY,2025-08-14,Volume Meledak,Pre-ARA,13.0,Real Estate,-0.15,7.5423,15.2346,30.6192,46.0038,30.6192,115.2346,53.6962,
ELTY,2025-08-15,Candle Compression,Pre-ARA,14.0,Real Estate,7.5423,15.2346,22.9269,38.3115,53.6962,22.9269,130.6192,69.0808,
ELTY,2025-08-26,Candle Compression,Pre-ARA,19.0,Real Estate,5.1132,15.6395,26.1658,5.1132,-10.6763,-5.4132,36.6921,5.1132,
ELTY,2025-09-02,Candle Compression,Pre-ARA,22.0,Real Estate,-10.15,-15.15,-20.15,-20.15,-20.15,29.85,-0.15,-0.15,
ELTY,2025-09-09,Stochastic Deeply Oversold,Scalp,16.0,Real Estate,-6.0324,-11.9147,-6.0324,5.7324,17.4971,64.5559,29.2618,52.7912,
ELTY,2025-09-10,Stochastic Oversold + Naik,Scalp,17.0,Real Estate,-6.4,-0.15,6.1,18.6,37.35,87.35,49.85,74.85,
ELTY,2025-09-10,Volume Meledak,Pre-ARA,17.0,Real Estate,-6.4,-0.15,6.1,18.6,37.35,87.35,49.85,74.85,
ELTY,2025-09-18,Candle Compression,Pre-ARA,20.0,Real Estate,9.85,19.85,29.85,44.85,39.85,29.85,-5.15,94.85,
ELTY,2025-09-18,BSJP Beli Sore Jual Pagi,Intraday,20.0,Real Estate,9.85,19.85,29.85,44.85,39.85,29.85,-5.15,94.85,19.85
ELTY,2025-09-22,MACD Crossover Bullish,Swing,24.0,Real Estate,8.1833,16.5167,20.6833,16.5167,16.5167,8.1833,-20.9833,91.5167,
ELTY,2025-09-25,Candle Compression,Pre-ARA,30.0,Real Estate,-7.0466,-3.5983,3.2983,-10.4948,-24.2879,-31.1845,-34.6328,65.3672,
ELTY,2025-09-26,Volume Meledak,Pre-ARA,27.0,Real Estate,3.5537,10.9611,3.5537,-11.2611,-11.2611,-22.3722,-26.0759,62.813,
ELTY,2025-09-25,BSJP Beli Sore Jual Pagi,Intraday,29.0,Real Estate,-7.0466,-3.5983,3.2983,-10.4948,-24.2879,-31.1845,-34.6328,65.3672,-7.0466
ELTY,2025-09-29,Volume Avg Naik Terkontrol,Akumulasi,27.0,Real Estate,6.9929,-0.15,-7.2929,-21.5786,-7.2929,-32.2929,-28.7214,42.7071,
ELTY,2025-10-02,Akumulasi Tersembunyi,Pre-ARA,28.0,Real Estate,-7.8423,-15.5346,-7.8423,-0.15,-7.8423,-7.8423,-7.8423,69.0808,
ELTY,2025-10-02,BSJP Beli Sore Jual Pagi,Intraday,26.0,Real Estate,-7.8423,-15.5346,-7.8423,-0.15,-7.8423,-7.8423,-7.8423,69.0808,-15.5346
ELTY,2025-10-07,Stochastic Deeply Oversold,Scalp,24.0,Real Estate,8.1833,8.1833,8.1833,-8.4833,-12.65,-12.65,-12.65,120.6833,
ELTY,2025-10-09,BSJP Beli Sore Jual Pagi,Intraday,26.0,Real Estate,-0.15,-7.8423,-15.5346,-19.3808,-23.2269,-23.2269,-23.2269,142.1577,-7.8423
ELTY,2025-10-16,Stochastic Deeply Oversold,Scalp,20.0,Real Estate,-9.6738,-4.9119,4.6119,4.6119,-0.15,-9.6738,-0.15,371.2786,
ELTY,2025-10-16,BSJP Beli Sore Jual Pagi,Intraday,21.0,Real Estate,-9.6738,-4.9119,4.6119,4.6119,-0.15,-9.6738,-0.15,371.2786,-9.6738
ELTY,2025-10-20,Volume Exhaustion Bottom,Akumulasi,19.0,Real Estate,9.85,19.85,9.85,4.85,-0.15,-0.15,19.85,304.85,
ELTY,2025-10-23,Candle Compression,Pre-ARA,22.0,Real Estate,-4.6955,-4.6955,-4.6955,-13.7864,-13.7864,-0.15,36.2136,195.3045,
ELTY,2025-10-23,BSJP Beli Sore Jual Pagi,Intraday,22.0,Real Estate,-4.6955,-4.6955,-4.6955,-13.7864,-13.7864,-0.15,36.2136,195.3045,-4.6955
ELTY,2025-10-30,Volume Exhaustion Bottom,Akumulasi,19.0,Real Estate,-0.15,-0.15,-0.15,-0.15,5.1132,5.1132,105.1132,136.6921,
ELTY,2025-10-30,BSJP Beli Sore Jual Pagi,Intraday,19.0,Real Estate,-0.15,-0.15,-0.15,-0.15,5.1132,5.1132,105.1132,136.6921,-0.15
ELTY,2025-11-03,Stochastic Deeply Oversold,Scalp,19.0,Real Estate,-0.15,-0.15,-0.15,5.1132,15.6395,5.1132,141.9553,120.9026,
ELTY,2025-11-04,Candle Compression,Pre-ARA,19.0,Real Estate,-0.15,-0.15,5.1132,15.6395,26.1658,5.1132,147.2184,141.9553,
ELTY,2025-11-06,Volume Exhaustion Bottom,Akumulasi,19.0,Real Estate,5.1132,5.1132,15.6395,26.1658,15.6395,5.1132,152.4816,126.1658,
ELTY,2025-11-06,BSJP Beli Sore Jual Pagi,Intraday,19.0,Real Estate,5.1132,5.1132,15.6395,26.1658,15.6395,5.1132,152.4816,126.1658,5.1132
ELTY,2025-11-12,MACD Crossover Bullish,Swing,24.0,Real Estate,8.9409,-0.15,-0.15,-9.2409,-9.2409,18.0318,104.3955,90.7591,
ELTY,2025-11-12,RSI Recovery Diam-diam,Pre-ARA,24.0,Real Estate,8.9409,-0.15,-0.15,-9.2409,-9.2409,18.0318,104.3955,90.7591,
ELTY,2025-11-13,BSJP Beli Sore Jual Pagi,Intraday,24.0,Real Estate,-8.4833,-8.4833,-12.65,-16.8167,-16.8167,16.5167,83.1833,91.5167,-8.4833
ELTY,2025-11-18,Volume Spike Sideways,Akumulasi,21.0,Real Estate,-4.9119,-4.9119,-4.9119,-9.6738,-0.15,42.7071,152.231,118.8976,
ELTY,2025-11-24,Stochastic Oversold + Naik,Scalp,20.0,Real Estate,-5.15,-0.15,4.85,19.85,39.85,109.85,274.85,144.85,
ELTY,2025-11-26,Stochastic Deeply Oversold,Scalp,20.0,Real Estate,4.85,9.85,19.85,39.85,64.85,134.85,349.85,154.85,
ELTY,2025-11-27,Candle Compression,Pre-ARA,21.0,Real Estate,4.6119,14.1357,23.6595,42.7071,42.7071,133.1833,371.2786,152.231,
ELTY,2025-11-27,BSJP Beli Sore Jual Pagi,Intraday,21.0,Real Estate,4.6119,14.1357,23.6595,42.7071,42.7071,133.1833,371.2786,152.231,14.1357
ELTY,2025-12-01,MACD Crossover Bullish,Swing,24.0,Real Estate,8.1833,16.5167,24.85,24.85,49.85,83.1833,237.35,87.35,
ELTY,2025-12-04,Candle Compression,Pre-ARA,30.0,Real Estate,9.85,-0.15,9.85,29.85,53.1833,49.85,116.5167,33.1833,
ELTY,2025-12-04,BSJP Beli Sore Jual Pagi,Intraday,30.0,Real Estate,9.85,-0.15,9.85,29.85,53.1833,49.85,116.5167,33.1833,-0.15
ELTY,2025-12-08,Volume Meledak,Pre-ARA,30.0,Real Estate,9.85,19.85,29.85,53.1833,63.1833,49.85,79.85,46.5167,
ELTY,2025-12-11,BSJP Beli Sore Jual Pagi,Intraday,39.0,Real Estate,7.5423,17.7987,20.3628,22.9269,2.4141,48.5679,15.2346,-0.15,17.7987
ELTY,2025-12-18,BSJP Beli Sore Jual Pagi,Intraday,48.0,Real Estate,-8.4833,-16.8167,-10.5667,-8.4833,1.9333,87.35,-10.5667,-12.65,-16.8167
ELTY,2025-12-29,BSJP Beli Sore Jual Pagi,Intraday,44.0,Real Estate,2.1227,11.2136,20.3045,43.0318,70.3045,63.4864,4.3955,-16.0591,2.1227
ELTY,2026-01-05,MACD Crossover Bullish,Swing,53.0,Real Estate,9.284,18.7179,30.0387,54.567,86.6425,1.7368,-13.3575,-24.6783,
ELTY,2026-01-07,BSJP Beli Sore Jual Pagi,Intraday,63.0,Real Estate,9.3738,18.8976,30.0087,56.9929,28.4214,-20.7849,-20.7849,-36.6579,17.3103
ELTY,2026-01-12,Candle Compression,Pre-ARA,82.0,Real Estate,9.6061,20.5817,9.6061,-3.8085,-20.8817,-48.9305,-42.8329,-50.15,
ELTY,2026-01-15,Volume Meledak,Pre-ARA,108.0,Real Estate,-10.15,-12.3722,-20.15,-34.5944,-39.0389,-52.3722,-44.5944,-52.3722,
